id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,business_hours,attributes
uM0gxke-twbQ9xj2JQ9Nhg,amazing-katsu-sunnyvale,Amazing Katsu,https://s3-media1.fl.yelpcdn.com/bphoto/iEQ-SVbppqce9OblAs5SYQ/o.jpg,False,https://www.yelp.com/biz/amazing-katsu-sunnyvale?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,2,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'japanese', 'title': 'Japanese'}]",5.0,"{'latitude': 37.383097, 'longitude': -122.046088}",['delivery'],,"{'address1': '1026 W Evelyn Ave', 'address2': None, 'address3': '', 'city': 'Sunnyvale', 'zip_code': '94086', 'country': 'US', 'state': 'CA', 'display_address': ['1026 W Evelyn Ave', 'Sunnyvale, CA 94086']}",+16694001822,(669) 400-1822,2163.441334718112,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://www.amazingkatsu.com/our-menu', 'open24_hours': None, 'waitlist_reservation': None}"
zIPRIqCGRJmU7Y3xcKhv6g,bonchon-sunnyvale-2,Bonchon,https://s3-media2.fl.yelpcdn.com/bphoto/VFP3hz3YGq69Ve6FoHZQEA/o.jpg,False,https://www.yelp.com/biz/bonchon-sunnyvale-2?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,2712,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.9,"{'latitude': 37.36231073360073, 'longitude': -122.02734114581276}","['delivery', 'pickup']",$$,"{'address1': '572 E El Camino Real', 'address2': None, 'address3': '', 'city': 'Sunnyvale', 'zip_code': '94087', 'country': 'US', 'state': 'CA', 'display_address': ['572 E El Camino Real', 'Sunnyvale, CA 94087']}",+14087208689,(408) 720-8689,1320.761135864083,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'https://www.bonchon.com/menu', 'open24_hours': None, 'waitlist_reservation': None}"
3UW5XLtMINor3fRqJ1ueFA,oppaya-789-sunnyvale,Oppaya 789,https://s3-media2.fl.yelpcdn.com/bphoto/LhNEf3Vmv2hBsM7T1gookg/o.jpg,False,https://www.yelp.com/biz/oppaya-789-sunnyvale?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,17,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.9,"{'latitude': 37.351792, 'longitude': -122.006611}",['restaurant_reservation'],,"{'address1': '1010 E El Camino Real', 'address2': None, 'address3': '', 'city': 'Sunnyvale', 'zip_code': '94087', 'country': 'US', 'state': 'CA', 'display_address': ['1010 E El Camino Real', 'Sunnyvale, CA 94087']}",+14087730100,(408) 773-0100,2927.327357251993,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}"
88kXRSJ9d_kbX6JBtnuw9g,ondam-santa-clara,Ondam,https://s3-media2.fl.yelpcdn.com/bphoto/baG6DInXGWfHYVDQlcZPUw/o.jpg,False,https://www.yelp.com/biz/ondam-santa-clara?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,468,"[{'alias': 'korean', 'title': 'Korean'}]",4.1,"{'latitude': 37.351824, 'longitude': -121.969528}","['restaurant_reservation', 'pickup', 'delivery']",$$$,"{'address1': '2450 El Camino Real', 'address2': None, 'address3': '', 'city': 'Santa Clara', 'zip_code': '95051', 'country': 'US', 'state': 'CA', 'display_address': ['2450 El Camino Real', 'Santa Clara, CA 95051']}",+14087479003,(408) 747-9003,5444.872165950392,"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}"
v9zkVfcNtu2V4bIxikMOzg,slice-of-homage-pizza-sunnyvale,Slice of Homage Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/bRKpr-iK-7y78dJ8S-7HVg/o.jpg,False,https://www.yelp.com/biz/slice-of-homage-pizza-sunnyvale?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,9,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'newamerican', 'title': 'New American'}]",3.8,"{'latitude': 37.38311, 'longitude': -122.04608}",[],,"{'address1': '1026 W Evelyn Ave', 'address2': '', 'address3': None, 'city': 'Sunnyvale', 'zip_code': '94086', 'country': 'US', 'state': 'CA', 'display_address': ['1026 W Evelyn Ave', 'Sunnyvale, CA 94086']}",+16695889238,(669) 588-9238,2163.441334718112,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}"
__zS3k5SG4H45Wu-trFGeA,marufuku-ramen-cupertino-cupertino-2,Marufuku Ramen - Cupertino,https://s3-media3.fl.yelpcdn.com/bphoto/_C8DWdRBVogdiuByuwZNcA/o.jpg,False,https://www.yelp.com/biz/marufuku-ramen-cupertino-cupertino-2?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,648,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 37.322305, 'longitude': -122.019307}","['delivery', 'pickup']",$$,"{'address1': '19772 Stevens Creek Blvd', 'address2': '', 'address3': None, 'city': 'Cupertino', 'zip_code': '95014', 'country': 'US', 'state': 'CA', 'display_address': ['19772 Stevens Creek Blvd', 'Cupertino, CA 95014']}",+14089823028,(408) 982-3028,5766.800653131073,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}"
Rxe3KlusvgAZiHxwWgE1lA,the-oxford-kitchen-and-gastropub-sunnyvale,The Oxford Kitchen and Gastropub,https://s3-media1.fl.yelpcdn.com/bphoto/LianwMfwM4hcPIJ1ILS7ZQ/o.jpg,False,https://www.yelp.com/biz/the-oxford-kitchen-and-gastropub-sunnyvale?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,654,"[{'alias': 'british', 'title': 'British'}]",3.8,"{'latitude': 37.3762334, 'longitude': -122.0306102}","['delivery', 'pickup']",$$,"{'address1': '195 S Murphy Ave', 'address2': '', 'address3': '', 'city': 'Sunnyvale', 'zip_code': '94086', 'country': 'US', 'state': 'CA', 'display_address': ['195 S Murphy Ave', 'Sunnyvale, CA 94086']}",+14082458503,(408) 245-8503,599.114050987989,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2130', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'http://www.theoxfordca.com/menus/', 'open24_hours': None, 'waitlist_reservation': True}"
j67ySIMVbVRZgpTg5Nfk4g,bb-q-chicken-sunnyvale-sunnyvale-5,bb.q Chicken Sunnyvale,https://s3-media4.fl.yelpcdn.com/bphoto/T5vqzi1cmP1JmuGGEBZZjA/o.jpg,False,https://www.yelp.com/biz/bb-q-chicken-sunnyvale-sunnyvale-5?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,229,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.2,"{'latitude': 37.363728, 'longitude': -122.026628}","['delivery', 'pickup']",$$,"{'address1': '561 E El Camino Real', 'address2': None, 'address3': '', 'city': 'Sunnyvale', 'zip_code': '94087', 'country': 'US', 'state': 'CA', 'display_address': ['561 E El Camino Real', 'Sunnyvale, CA 94087']}",+14087435787,(408) 743-5787,1157.4361178630497,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'https://bbqchicken.com/menu/', 'open24_hours': None, 'waitlist_reservation': None}"
l5xYUGbX6EOzLGz_bgVr5w,tofu-plus-cupertino,Tofu Plus,https://s3-media1.fl.yelpcdn.com/bphoto/84W0RzFGtZe6MtG5OW7Axw/o.jpg,False,https://www.yelp.com/biz/tofu-plus-cupertino?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,1134,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}]",4.1,"{'latitude': 37.33616, 'longitude': -122.01501}",['delivery'],$$,"{'address1': '10971 N Wolfe Rd', 'address2': '', 'address3': '', 'city': 'Cupertino', 'zip_code': '95014', 'country': 'US', 'state': 'CA', 'display_address': ['10971 N Wolfe Rd', 'Cupertino, CA 95014']}",+14087770900,(408) 777-0900,4285.06752891174,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2030', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2030', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'http://www.tofupluscupertino.com/cupertino/order', 'open24_hours': None, 'waitlist_reservation': None}"
DddX6QUhUIFFRW6NR1R52A,dx-braised-chicken-rice-cupertino-2,DX Braised Chicken Rice,https://s3-media2.fl.yelpcdn.com/bphoto/CZACeJ4AmC0L1R2_zx-1XQ/o.jpg,False,https://www.yelp.com/biz/dx-braised-chicken-rice-cupertino-2?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,142,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.7,"{'latitude': 37.32337963324068, 'longitude': -122.03749637055223}","['restaurant_reservation', 'pickup', 'delivery']",$$,"{'address1': '20803 Stevens Creek Blvd', 'address2': 'Ste 110', 'address3': '', 'city': 'Cupertino', 'zip_code': '95014', 'country': 'US', 'state': 'CA', 'display_address': ['20803 Stevens Creek Blvd', 'Ste 110', 'Cupertino, CA 95014']}",+16693257761,(669) 325-7761,5741.74856109311,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1630', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 6}, {'is_overnight': False, 'start': '1630', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': True}"
qVrntcRbGFNn0JSzeClZng,hunan-mifen-sunnyvale,Hunan Mifen,https://s3-media2.fl.yelpcdn.com/bphoto/-4B9loXNj0HMjdPU8GLlXw/o.jpg,False,https://www.yelp.com/biz/hunan-mifen-sunnyvale?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,63,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.9,"{'latitude': 37.36149, 'longitude': -122.02668}",[],$$,"{'address1': '592 El Camino Real', 'address2': None, 'address3': '', 'city': 'Sunnyvale', 'zip_code': '94087', 'country': 'US', 'state': 'CA', 'display_address': ['592 El Camino Real', 'Sunnyvale, CA 94087']}",+14086852086,(408) 685-2086,1414.676120894307,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1630', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1430', 'day': 6}, {'is_overnight': False, 'start': '1630', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}"
Fpi3PMNRz4NioYeUUScr5g,khao-kang-thai-kitchen-mountain-view,Khao Kang Thai Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/dLUcCWGfgRaXAYAG2LvMLA/o.jpg,False,https://www.yelp.com/biz/khao-kang-thai-kitchen-mountain-view?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,299,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 37.396643, 'longitude': -122.061582}","['delivery', 'pickup']",$$,"{'address1': '225 E Middlefield Rd', 'address2': 'Ste 2', 'address3': '', 'city': 'Mountain View', 'zip_code': '94043', 'country': 'US', 'state': 'CA', 'display_address': ['225 E Middlefield Rd', 'Ste 2', 'Mountain View, CA 94043']}",+16509607100,(650) 960-7100,4137.102551294041,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': 'https://www.khaokang.com/s/order', 'open24_hours': None, 'waitlist_reservation': None}"
4hcJ6nDtw7vgODBuHcSHtw,off-the-rails-brewing-sunnyvale-2,Off The Rails Brewing,https://s3-media3.fl.yelpcdn.com/bphoto/FwRyXb2tKhzTruHuG59IFg/o.jpg,False,https://www.yelp.com/biz/off-the-rails-brewing-sunnyvale-2?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,374,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'tradamerican', 'title': 'American'}]",3.8,"{'latitude': 37.377402, 'longitude': -122.030222}","['delivery', 'pickup']",$$,"{'address1': '111 S Murphy Ave', 'address2': '', 'address3': None, 'city': 'Sunnyvale', 'zip_code': '94086', 'country': 'US', 'state': 'CA', 'display_address': ['111 S Murphy Ave', 'Sunnyvale, CA 94086']}",+14087739500,(408) 773-9500,631.047792101752,"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","{'business_temp_closed': None, 'menu_url': 'https://offtherailsbrewing.com/menu', 'open24_hours': None, 'waitlist_reservation': None}"
Kj5cgIzbCWlG1LgHIeXY7w,sizzling-pot-house-santa-clara,Sizzling Pot House,https://s3-media3.fl.yelpcdn.com/bphoto/LmdTIYpwbUBBvkTliyXD4Q/o.jpg,False,https://www.yelp.com/biz/sizzling-pot-house-santa-clara?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,56,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.7,"{'latitude': 37.35282419969707, 'longitude': -121.97604694461144}","['delivery', 'pickup']",,"{'address1': '2725 El Camino Real', 'address2': 'Ste 101', 'address3': '', 'city': 'Santa Clara', 'zip_code': '95051', 'country': 'US', 'state': 'CA', 'display_address': ['2725 El Camino Real', 'Ste 101', 'Santa Clara, CA 95051']}",+14086030498,(408) 603-0498,4881.9168641282495,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1630', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 6}, {'is_overnight': False, 'start': '1630', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': None, 'open24_hours': None, 'waitlist_reservation': None}"
NZPHTkXarsLEbZlnyieD-Q,red-hot-wok-cupertino,Red Hot Wok,https://s3-media3.fl.yelpcdn.com/bphoto/yNPT12FIgvIcZZDy3xJdkw/o.jpg,False,https://www.yelp.com/biz/red-hot-wok-cupertino?adjust_creative=T0nE3C9Bhi-6h61-ui1B4g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=T0nE3C9Bhi-6h61-ui1B4g,1426,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]",4.1,"{'latitude': 37.3220766185619, 'longitude': -122.014959059792}","['delivery', 'pickup']",$$,"{'address1': '10074 E Estates Dr', 'address2': '', 'address3': '', 'city': 'Cupertino', 'zip_code': '95014', 'country': 'US', 'state': 'CA', 'display_address': ['10074 E Estates Dr', 'Cupertino, CA 95014']}",+14089962999,(408) 996-2999,5830.609469585393,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","{'business_temp_closed': None, 'menu_url': '', 'open24_hours': None, 'waitlist_reservation': None}"
